3;USA;Arkansas;Crawford;Van Buren Township;;W94.3083407;N35.4300269;12;
3;USA;Arkansas;Crawford;Vine Prairie Township;;W94.1011836;N35.4890796;12;
3;USA;Arkansas;Crawford;Whitley Township;;W94.1109351;N35.5818955;12;
3;USA;Arkansas;Crawford;Winfrey Township;;W94.0719767;N35.7347249;12;
3;USA;Arkansas;Crittenden;Black Oak Township;;W90.4217447;N35.3889566;12;
3;USA;Arkansas;Crittenden;Bob Ward Township;;W90.3513669;N35.0673431;12;
3;USA;Arkansas;Crittenden;Fogleman Township;;W90.2278254;N35.391007;12;
3;USA;Arkansas;Crittenden;Jackson Township;;W90.3344827;N35.2061613;12;
3;USA;Arkansas;Crittenden;Jasper Township;;W90.2238848;N35.218991;12;
3;USA;Arkansas;Crittenden;Lucas Township;;W90.3380334;N34.9192551;12;
3;USA;Arkansas;Crittenden;Mississippi Township;;W90.1833821;N35.1438884;12;
3;USA;Arkansas;Crittenden;Mound City Township;;W90.138922;N35.2227566;12;
3;USA;Arkansas;Crittenden;Proctor Township;;W90.2465779;N35.0826068;12;
3;USA;Arkansas;Crittenden;Tyronza Township;;W90.4516704;N35.2430527;12;
3;USA;Arkansas;Crittenden;Wappanocca Township;;W90.2596227;N35.3079884;12;
3;USA;Arkansas;Cross;Bedford Township;;W90.8620673;N35.2136101;12;
3;USA;Arkansas;Cross;Brushy Lake Township;;W90.9598006;N35.3121264;12;
3;USA;Arkansas;Cross;Coldwater Township;;W90.6298664;N35.4014352;12;
3;USA;Arkansas;Cross;Ellis Township;;W90.931397;N35.2022194;12;
3;USA;Arkansas;Cross;Fair Oaks Township;;W91.0058896;N35.2069666;12;
3;USA;Arkansas;Cross;Hickory Ridge Township;;W90.9592921;N35.3985283;12;
3;USA;Arkansas;Cross;Mitchell Township;;W90.7728146;N35.3990069;12;
3;USA;Arkansas;Cross;Searcy Township;;W90.7696134;N35.3301778;12;
3;USA;Arkansas;Cross;Smith Township;;W90.6834128;N35.2137108;12;
3;USA;Arkansas;Cross;Twist Township;;W90.5279363;N35.3955079;12;
3;USA;Arkansas;Cross;Tyronza Township;;W90.5581163;N35.2491298;12;
3;USA;Arkansas;Cross;Wynne Township;;W90.7926255;N35.2081021;12;
3;USA;Arkansas;Dallas;Bunn Township;;W92.5258145;N34.0161374;12;
3;USA;Arkansas;Dallas;Chester Township;;W92.4834416;N34.095517;12;
3;USA;Arkansas;Dallas;Dry Run Township;;W92.3682142;N33.8226215;12;
3;USA;Arkansas;Dallas;Fordyce Township;;W92.4325716;N33.843031;12;
3;USA;Arkansas;Dallas;Holly Springs Township;;W92.6733047;N33.8453512;12;
3;USA;Arkansas;Dallas;Jackson Township;;W92.5321547;N33.8439975;12;
3;USA;Arkansas;Dallas;Liberty Township;;W92.5294534;N33.9299938;12;
3;USA;Arkansas;Dallas;Manchester Township;;W92.8604721;N34.0197147;12;
3;USA;Arkansas;Dallas;Nix Township;;W92.7731572;N33.9916782;12;
3;USA;Arkansas;Dallas;Owen Township;;W92.8258172;N33.8834296;12;
3;USA;Arkansas;Dallas;Princeton Township;;W92.6552837;N33.9540051;12;
3;USA;Arkansas;Dallas;Smith Township;;W92.6533651;N34.0784943;12;
3;USA;Arkansas;Dallas;Southall Township;;W92.4444514;N33.9194417;12;
3;USA;Arkansas;Dallas;Willow Township;;W92.7872698;N34.1191334;12;
